WKT,OBJECTID,AncillaryR,Enabled
"POINT (-93.255826599251535 44.976408475333685)",4560,0,1
"POINT (-93.260595877311886 44.970755288325655)",4562,0,1
"POINT (-93.26155511913592 44.969949892162532)",4563,0,1
"POINT (-93.254468866127979 44.975814740141708)",4564,0,1
"POINT (-93.255176121524045 44.974811467748729)",4565,0,1
"POINT (-93.258007358496556 44.971992276959433)",4566,0,1
"POINT (-93.258684394319857 44.971243610647001)",4567,0,1
"POINT (-93.25924299678843 44.970168179441416)",4568,0,1
"POINT (-93.259841014249005 44.968921596402275)",4569,0,1
"POINT (-93.259763907339519 44.967910851263127)",4570,0,1
"POINT (-93.259757857784606 44.967126703275667)",4571,0,1
"POINT (-93.253119157410794 44.975623031156864)",4572,0,1
"POINT (-93.256250406409066 44.971514684412583)",4573,0,1
"POINT (-93.257079148848561 44.970538560327611)",4574,0,1
"POINT (-93.25744089478718 44.970470225961527)",4575,0,1
"POINT (-93.258367625464956 44.968923818557251)",4576,0,1
"POINT (-93.258280827895078 44.968752386118339)",4577,0,1
"POINT (-93.258285808083485 44.966556334660716)",4578,0,1
"POINT (-93.258741533558549 44.965097797329449)",4579,0,1
"POINT (-93.258289446475047 44.965053664297471)",4580,0,1
"POINT (-93.258291187821442 44.96384051972899)",4581,0,1
"POINT (-93.251083853972148 44.975937219101723)",4582,0,1
"POINT (-93.25175199036623 44.974661151769688)",4583,0,1
"POINT (-93.252752196330079 44.973956413584958)",4584,0,1
"POINT (-93.252811133344608 44.973809015453504)",4585,0,1
"POINT (-93.253136143722173 44.97308865930254)",4586,0,1
"POINT (-93.254522661280205 44.971876757314071)",4587,0,1
"POINT (-93.25365468714142 44.971508411995281)",4588,0,1
"POINT (-93.254888856292823 44.970936230673892)",4589,0,1
"POINT (-93.255720293209109 44.96996122973313)",4590,0,1
"POINT (-93.256789897345271 44.969121883558145)",4591,0,1
"POINT (-93.257342220520115 44.968024860880064)",4592,0,1
"POINT (-93.249491055869711 44.975287170925675)",4593,0,1
"POINT (-93.248785065585366 44.976131222433146)",4594,0,1
"POINT (-93.248341036262659 44.976661857199517)",4595,0,1
"POINT (-93.250497605074131 44.974424724110527)",4596,0,1
"POINT (-93.253891141354529 44.970282016507049)",4597,0,1
"POINT (-93.254519847625161 44.969530803084169)",4598,0,1
"POINT (-93.254693578137633 44.969318757632202)",4599,0,1
"POINT (-93.255364519005042 44.968542029114658)",4600,0,1
"POINT (-93.255540828284154 44.968396557906374)",4601,0,1
"POINT (-93.256328746397756 44.967387316401151)",4602,0,1
"POINT (-93.255806232225368 44.967132010838263)",4603,0,1
"POINT (-93.256788835925249 44.966841432291879)",4604,0,1
"POINT (-93.256888365770564 44.965075768178473)",4605,0,1
"POINT (-93.256887446619572 44.964014501753979)",4606,0,1
"POINT (-93.255329425522987 44.965074526013744)",4607,0,1
"POINT (-93.255334864383386 44.964014547993386)",4608,0,1
"POINT (-93.254161834148476 44.96509800082697)",4609,0,1
"POINT (-93.253804448075755 44.964695681435764)",4610,0,1
"POINT (-93.254056010686298 44.964014477718536)",4611,0,1
"POINT (-93.25382113311133 44.963685192646956)",4612,0,1
"POINT (-93.252004725495851 44.964697582728441)",4613,0,1
"POINT (-93.251710016208207 44.963840276680394)",4614,0,1
"POINT (-93.25176329920383 44.96369617010614)",4615,0,1
"POINT (-93.251750636373259 44.962861796371783)",4616,0,1
"POINT (-93.250963237230934 44.962612098630672)",4617,0,1
"POINT (-93.248920298203885 44.973354814687241)",4618,0,1
"POINT (-93.249257448402048 44.97247114570358)",4619,0,1
"POINT (-93.250349404257605 44.97010858685929)",4620,0,1
"POINT (-93.251131250656627 44.970630946778165)",4621,0,1
"POINT (-93.246049470458189 44.974318946670806)",4622,0,1
"POINT (-93.245506490377764 44.974285724922908)",4623,0,1
"POINT (-93.245801318357735 44.968919549218285)",4624,0,1
"POINT (-93.24574592268506 44.968800398285012)",4625,0,1
"POINT (-93.245711652804445 44.966745927344775)",4626,0,1
"POINT (-93.245497615593251 44.966674539740893)",4627,0,1
"POINT (-93.245523883962932 44.965601962294414)",4628,0,1
"POINT (-93.24572518271286 44.964777083584224)",4629,0,1
"POINT (-93.245827802879163 44.964229645587551)",4630,0,1
"POINT (-93.245771457096865 44.963880052405592)",4631,0,1
"POINT (-93.245403734148994 44.963950250179749)",4632,0,1
"POINT (-93.244112934272337 44.975644948943291)",4633,0,1
"POINT (-93.243895205645345 44.968940415171311)",4634,0,1
"POINT (-93.244179792856599 44.967855830937232)",4635,0,1
"POINT (-93.243921612894056 44.967678456564485)",4636,0,1
"POINT (-93.244176176283361 44.966719193968721)",4637,0,1
"POINT (-93.243923259957597 44.966680515963127)",4638,0,1
"POINT (-93.244188193134349 44.965429982109789)",4639,0,1
"POINT (-93.243902439543589 44.963962011854207)",4640,0,1
"POINT (-93.244342323654607 44.962852115621288)",4641,0,1
"POINT (-93.243924633540729 44.962661553550795)",4642,0,1
"POINT (-93.242578260732259 44.9676318499912)",4643,0,1
"POINT (-93.242649087037293 44.966664938843962)",4644,0,1
"POINT (-93.242572370756662 44.966504330474592)",4645,0,1
"POINT (-93.242578789427654 44.965419262373857)",4646,0,1
"POINT (-93.242341394248143 44.965257297477173)",4647,0,1
"POINT (-93.242593451814912 44.963882838489901)",4648,0,1
"POINT (-93.242588743664598 44.962863878149811)",4649,0,1
"POINT (-93.242347116554782 44.962672617611389)",4650,0,1
"POINT (-93.242460797038589 44.971316980327892)",4651,0,1
"POINT (-93.252755165058119 44.984578781968445)",4652,0,1
"POINT (-93.25123464655853 44.984147213244299)",4653,0,1
"POINT (-93.249639243405184 44.983510224059586)",4654,0,1
"POINT (-93.248454802832796 44.983068991115779)",4655,0,1
"POINT (-93.247750291981262 44.984050021459751)",4656,0,1
"POINT (-93.247037074276307 44.982543004305036)",4657,0,1
"POINT (-93.246357543075035 44.98349204024187)",4658,0,1
"POINT (-93.245579731079872 44.984475315868991)",4659,0,1
"POINT (-93.245772798195873 44.981968932206371)",4660,0,1
"POINT (-93.244957676858476 44.98293456240178)",4661,0,1
"POINT (-93.244164467766481 44.983908440228824)",4662,0,1
"POINT (-93.243491934549823 44.984695601815453)",4663,0,1
"POINT (-93.243992586660539 44.982584419440812)",4664,0,1
"POINT (-93.243354766339905 44.983397263413281)",4665,0,1
"POINT (-93.242298608959857 44.982982102751414)",4666,0,1
"POINT (-93.264564430206846 44.977378731043068)",4667,0,1
"POINT (-93.242092891107291 44.981875817218558)",4668,0,1
"POINT (-93.271547057781021 44.961666122225957)",4669,0,1
"POINT (-93.271559289303028 44.96100740560474)",4670,0,1
"POINT (-93.275360813282873 44.961001062831841)",4671,0,1
"POINT (-93.272821297828202 44.960995853097579)",4672,0,1
"POINT (-93.285340192268151 44.962625716350132)",4673,0,1
"POINT (-93.263898425571583 44.960998182350785)",4674,0,1
"POINT (-93.284064508141938 44.962626398966997)",4675,0,1
"POINT (-93.284266777967858 44.961015895124383)",4676,0,1
"POINT (-93.283001549090727 44.961015547330391)",4677,0,1
"POINT (-93.261182546888719 44.960997371606453)",4678,0,1
"POINT (-93.259741447745469 44.960998744240058)",4679,0,1
"POINT (-93.259740966394858 44.961898712921496)",4680,0,1
"POINT (-93.258289763440558 44.961908401064818)",4681,0,1
"POINT (-93.258297569229555 44.960147699705523)",4682,0,1
"POINT (-93.277922652703111 44.961874106971315)",4683,0,1
"POINT (-93.257177066319187 44.960883034451264)",4684,0,1
"POINT (-93.276614235159641 44.960787587052316)",4685,0,1
"POINT (-93.276612613701261 44.959952448057237)",4686,0,1
"POINT (-93.261180653268838 44.96189799921261)",4687,0,1
"POINT (-93.256259655731512 44.961889759563277)",4688,0,1
"POINT (-93.25622836417989 44.961045381206461)",4689,0,1
"POINT (-93.255989191320779 44.959981583630906)",4690,0,1
"POINT (-93.25490584008493 44.961914667542196)",4691,0,1
"POINT (-93.254922810062112 44.961009922311071)",4692,0,1
"POINT (-93.254726343966169 44.960879361138829)",4693,0,1
"POINT (-93.254928832192235 44.960115936158232)",4694,0,1
"POINT (-93.254736423341939 44.959982558666816)",4695,0,1
"POINT (-93.274097617131105 44.961034927675257)",4696,0,1
"POINT (-93.25340253564525 44.961773534265973)",4697,0,1
"POINT (-93.253414846644446 44.96087593283395)",4698,0,1
"POINT (-93.253420070340653 44.959978852286007)",4699,0,1
"POINT (-93.252406633386073 44.961925248923158)",4700,0,1
"POINT (-93.252418741751754 44.961010481847005)",4701,0,1
"POINT (-93.252424971994344 44.960106749363952)",4702,0,1
"POINT (-93.271554073863754 44.959874698502873)",4703,0,1
"POINT (-93.251181775398209 44.961036370425511)",4704,0,1
"POINT (-93.250974836160864 44.96086852715262)",4705,0,1
"POINT (-93.249859902673734 44.96099898290931)",4706,0,1
"POINT (-93.248616305044578 44.960983499014198)",4707,0,1
"POINT (-93.247690679093665 44.960293272802872)",4708,0,1
"POINT (-93.268896833126561 44.960993607291059)",4709,0,1
"POINT (-93.268900461712676 44.960139276997225)",4710,0,1
"POINT (-93.267770801809718 44.961689287952304)",4711,0,1
"POINT (-93.267784165066715 44.96079660458134)",4712,0,1
"POINT (-93.266285338875832 44.962622242239824)",4713,0,1
"POINT (-93.265224524790028 44.961890449118869)",4714,0,1
"POINT (-93.265229506740738 44.961012805645893)",4715,0,1
"POINT (-93.243102526817935 44.961069967925475)",4716,0,1
"POINT (-93.24236181170717 44.960892877588854)",4717,0,1
"POINT (-93.24710813649186 44.960974648699384)",4718,0,1
"POINT (-93.24738481366515 44.961154213840452)",4719,0,1
"POINT (-93.247390326799092 44.961921557196803)",4720,0,1
"POINT (-93.227206273086566 44.9701709305183)",4721,0,1
"POINT (-93.224362154520932 44.970130503060318)",4722,0,1
"POINT (-93.223071802040465 44.97004289338858)",4723,0,1
"POINT (-93.23968192210765 44.984567317024656)",4724,0,1
"POINT (-93.24037526530681 44.98367138578778)",4725,0,1
"POINT (-93.240817420597409 44.964729282347186)",4726,0,1
"POINT (-93.23908491769221 44.96684070172131)",4727,0,1
"POINT (-93.237563440632783 44.966197006649345)",4728,0,1
"POINT (-93.237584045222079 44.964701373640828)",4729,0,1
"POINT (-93.237588898798194 44.963913888573032)",4730,0,1
"POINT (-93.239184855566791 44.963908797345567)",4731,0,1
"POINT (-93.239179915137001 44.962678914808052)",4732,0,1
"POINT (-93.239367880541238 44.962829320056166)",4733,0,1
"POINT (-93.241016311653254 44.9638918646029)",4734,0,1
"POINT (-93.241013656863714 44.962840082849198)",4735,0,1
"POINT (-93.240993380204031 44.962515118360692)",4736,0,1
"POINT (-93.241101375143316 44.968921517062086)",4737,0,1
"POINT (-93.240980425455973 44.969289412791461)",4738,0,1
"POINT (-93.239809010889218 44.969485983778796)",4739,0,1
"POINT (-93.23626554844202 44.965384531992513)",4740,0,1
"POINT (-93.235944592021852 44.965503510810478)",4741,0,1
"POINT (-93.235978925218561 44.963912017206567)",4742,0,1
"POINT (-93.236315886196039 44.962829793854574)",4743,0,1
"POINT (-93.236254574976357 44.962624181156428)",4744,0,1
"POINT (-93.234378669313074 44.967286945851534)",4745,0,1
"POINT (-93.234411498893536 44.966657505558693)",4746,0,1
"POINT (-93.23465303079702 44.966464138197772)",4747,0,1
"POINT (-93.234654463493925 44.96544167385408)",4748,0,1
"POINT (-93.234410082021483 44.965239823910608)",4749,0,1
"POINT (-93.234688254668512 44.964699978873966)",4750,0,1
"POINT (-93.234703212605126 44.962647563531164)",4751,0,1
"POINT (-93.233155485963351 44.967185479232775)",4752,0,1
"POINT (-93.233056172491317 44.966461899052995)",4753,0,1
"POINT (-93.232809917747062 44.965236689756267)",4754,0,1
"POINT (-93.233070737689886 44.964726853940732)",4755,0,1
"POINT (-93.233181329801226 44.963905683707956)",4756,0,1
"POINT (-93.233083891716404 44.962867470922895)",4757,0,1
"POINT (-93.232798910657692 44.962692515734851)",4758,0,1
"POINT (-93.231485991413336 44.964802321897935)",4759,0,1
"POINT (-93.231225714766794 44.963953456637611)",4760,0,1
"POINT (-93.231229403826973 44.963494005533335)",4761,0,1
"POINT (-93.231489186106728 44.962873533023497)",4762,0,1
"POINT (-93.231219124225277 44.962694451945332)",4763,0,1
"POINT (-93.23008971047436 44.96524692095921)",4764,0,1
"POINT (-93.229622334033209 44.962695930374032)",4765,0,1
"POINT (-93.228308331036175 44.96394989607915)",4766,0,1
"POINT (-93.22824045350707 44.962889496786666)",4767,0,1
"POINT (-93.228052937408592 44.96269789973335)",4768,0,1
"POINT (-93.24099592275644 44.961057980159701)",4769,0,1
"POINT (-93.240833071874306 44.960897825363539)",4770,0,1
"POINT (-93.23941251846442 44.961063200631017)",4771,0,1
"POINT (-93.237556367481474 44.960904985250842)",4772,0,1
"POINT (-93.237825713474052 44.961064912560396)",4773,0,1
"POINT (-93.236274883328392 44.96107430880874)",4774,0,1
"POINT (-93.236020252139483 44.960901934567886)",4775,0,1
"POINT (-93.234724612041404 44.961074188195006)",4776,0,1
"POINT (-93.234398297929758 44.960903326699373)",4777,0,1
"POINT (-93.232862779653956 44.96089880990381)",4779,0,1
"POINT (-93.22967936147694 44.960913801034984)",4780,0,1
"POINT (-93.224060625820002 44.960133403096378)",4781,0,1
"POINT (-93.233393542615886 44.980834765001909)",4782,0,1
"POINT (-93.232747542351362 44.981793300562749)",4783,0,1
"POINT (-93.233618249492281 44.98105171184703)",4784,0,1
"POINT (-93.210352816193193 44.961088797044745)",4785,0,1
"POINT (-93.217048430207299 44.984210715855276)",4786,0,1
"POINT (-93.216728370991319 44.984142418730556)",4787,0,1
"POINT (-93.215982798159487 44.983266904023822)",4788,0,1
"POINT (-93.215190363987176 44.982337787990659)",4789,0,1
"POINT (-93.214263974380216 44.981245756254467)",4790,0,1
"POINT (-93.213251043106311 44.98147742384856)",4791,0,1
"POINT (-93.2136093881726 44.980488257424092)",4792,0,1
"POINT (-93.212986423941246 44.979763661711701)",4793,0,1
"POINT (-93.212325032361761 44.979093363654904)",4794,0,1
"POINT (-93.209488069574462 44.978736729070846)",4795,0,1
"POINT (-93.209055962289355 44.9776004104706)",4796,0,1
"POINT (-93.207891614637816 44.977332950790029)",4797,0,1
"POINT (-93.216597543250501 44.984539007719889)",4798,0,1
"POINT (-93.23536214265917 44.978886463071852)",4799,0,1
"POINT (-93.235189330662365 44.979100672889032)",4800,0,1
"POINT (-93.234734550381987 44.979666619015418)",4801,0,1
"POINT (-93.234917630093051 44.980228811723144)",4802,0,1
"POINT (-93.232658652697594 44.984541217489763)",4803,0,1
"POINT (-93.233252384096119 44.98342933425608)",4804,0,1
"POINT (-93.235862122863963 44.980609077253959)",4805,0,1
"POINT (-93.236477129842342 44.979404019984806)",4806,0,1
"POINT (-93.226778030264683 44.983149595948333)",4807,0,1
"POINT (-93.226592821163848 44.982439477526434)",4808,0,1
"POINT (-93.225795190555672 44.981994678560483)",4809,0,1
"POINT (-93.224986679477411 44.981559880845879)",4810,0,1
"POINT (-93.223862645660162 44.981324368224207)",4811,0,1
"POINT (-93.225674726054152 44.984342655427966)",4812,0,1
"POINT (-93.225065377112813 44.984108864163865)",4813,0,1
"POINT (-93.224314696212616 44.984361184598974)",4814,0,1
"POINT (-93.222962964843262 44.984412965802882)",4815,0,1
"POINT (-93.22300895135821 44.984144609507538)",4816,0,1
"POINT (-93.221675466791481 44.984411715834874)",4817,0,1
"POINT (-93.220404738075445 44.984422013405954)",4818,0,1
"POINT (-93.219128963955498 44.984442515793965)",4819,0,1
"POINT (-93.219169256971767 44.984201555318357)",4820,0,1
"POINT (-93.218669334007672 44.983157845493608)",4821,0,1
"POINT (-93.218684005090779 44.982016197429758)",4822,0,1
"POINT (-93.218698114646074 44.980918142735334)",4823,0,1
"POINT (-93.217898268288025 44.984427897008011)",4824,0,1
"POINT (-93.210957071701642 44.981631090640043)",4825,0,1
"POINT (-93.208890658140447 44.980417870851326)",4826,0,1
"POINT (-93.212787256241043 44.984683925308453)",4827,0,1
"POINT (-93.211232540689409 44.98425873765013)",4828,0,1
"POINT (-93.209194940725084 44.984662972470602)",4829,0,1
"POINT (-93.209729359043209 44.983341914357666)",4830,0,1
"POINT (-93.208925520804186 44.982686422245244)",4831,0,1
"POINT (-93.284237088977804 44.975855633755096)",4832,0,1
"POINT (-93.284034291095864 44.976882281439657)",4833,0,1
"POINT (-93.270784415438499 44.978779174336559)",4834,0,1
"POINT (-93.230724875468653 44.979676648805153)",4835,0,1
"POINT (-93.229657593827781 44.979248319550337)",4836,0,1
"POINT (-93.229141300488777 44.979773210737903)",4837,0,1
"POINT (-93.230281178959572 44.98081756124418)",4838,0,1
"POINT (-93.229907913318044 44.983428055604563)",4839,0,1
"POINT (-93.228728344102279 44.98274736681315)",4840,0,1
"POINT (-93.217993661641344 44.973233821968194)",4841,0,1
"POINT (-93.218388243928416 44.97236365366787)",4842,0,1
"POINT (-93.219166317760539 44.971333022127432)",4843,0,1
"POINT (-93.220145509391699 44.970520264641792)",4844,0,1
"POINT (-93.220642128263393 44.969363013871387)",4845,0,1
"POINT (-93.216987753106864 44.971809512137156)",4846,0,1
"POINT (-93.217403299356633 44.971626405520169)",4847,0,1
"POINT (-93.218860695076131 44.970390980579502)",4848,0,1
"POINT (-93.209465309787902 44.972529228906438)",4850,0,1
"POINT (-93.211210433277373 44.974176029223145)",4851,0,1
"POINT (-93.211053127339639 44.974171115628096)",4852,0,1
"POINT (-93.211153336546133 44.971975253627647)",4853,0,1
"POINT (-93.211861038790872 44.971051020059619)",4854,0,1
"POINT (-93.212003159736142 44.971109420951038)",4855,0,1
"POINT (-93.211921347680985 44.970614473010201)",4856,0,1
"POINT (-93.214885363465356 44.97221264655483)",4857,0,1
"POINT (-93.215420928977366 44.972520300302428)",4858,0,1
"POINT (-93.221133744325243 44.973458857041905)",4859,0,1
"POINT (-93.220778677789809 44.974337899961121)",4860,0,1
"POINT (-93.220589184865872 44.974571645595539)",4861,0,1
"POINT (-93.219004870595384 44.973849892224273)",4862,0,1
"POINT (-93.221708432752493 44.975945905111992)",4863,0,1
"POINT (-93.220893799246554 44.975651567588656)",4864,0,1
"POINT (-93.21922956361847 44.968872373187835)",4865,0,1
"POINT (-93.217694266376711 44.969249543988312)",4866,0,1
"POINT (-93.216713402542979 44.969558244499183)",4867,0,1
"POINT (-93.217475905238871 44.970991739976675)",4868,0,1
"POINT (-93.216782734294469 44.970366227027093)",4869,0,1
"POINT (-93.21486423578132 44.970645457587814)",4870,0,1
"POINT (-93.215433567399828 44.969867391547133)",4871,0,1
"POINT (-93.21566532523903 44.969232276220069)",4872,0,1
"POINT (-93.218203277449376 44.967206545874014)",4873,0,1
"POINT (-93.217773089678232 44.967221714132002)",4874,0,1
"POINT (-93.216799099223394 44.967021717031948)",4875,0,1
"POINT (-93.216473596161777 44.967300149564991)",4876,0,1
"POINT (-93.216926434685533 44.966282869354636)",4877,0,1
"POINT (-93.215976796585323 44.96555044910621)",4878,0,1
"POINT (-93.211748463934995 44.96915825959681)",4879,0,1
"POINT (-93.213465692710784 44.969011186018221)",4880,0,1
"POINT (-93.214296401659411 44.968737845843847)",4881,0,1
"POINT (-93.214005762358298 44.968367004424159)",4882,0,1
"POINT (-93.215546601617149 44.968480917638466)",4883,0,1
"POINT (-93.215017574844381 44.967079450465356)",4884,0,1
"POINT (-93.215789749956812 44.966188569824354)",4885,0,1
"POINT (-93.214740341726468 44.965527760952938)",4886,0,1
"POINT (-93.214938339795424 44.964671462285551)",4887,0,1
"POINT (-93.2147667276231 44.964445415237726)",4888,0,1
"POINT (-93.211135209021606 44.967717492907603)",4889,0,1
"POINT (-93.211789166101227 44.968207266324576)",4890,0,1
"POINT (-93.213817461157063 44.961624014480762)",4891,0,1
"POINT (-93.213176485069141 44.967674105967163)",4892,0,1
"POINT (-93.213646568853591 44.96777320281047)",4893,0,1
"POINT (-93.211561286213069 44.966396203496366)",4894,0,1
"POINT (-93.209780734526987 44.966426437858416)",4895,0,1
"POINT (-93.212430191448419 44.965505161649162)",4896,0,1
"POINT (-93.212844449887939 44.966335264771331)",4897,0,1
"POINT (-93.212838124687821 44.965355416677909)",4898,0,1
"POINT (-93.212618207557398 44.964583825988917)",4899,0,1
"POINT (-93.212848217655889 44.962839824496861)",4900,0,1
"POINT (-93.217399346534236 44.962465767173803)",4901,0,1
"POINT (-93.215902755153948 44.963128609012053)",4902,0,1
"POINT (-93.215685759356703 44.96127702754363)",4903,0,1
"POINT (-93.213842651557059 44.959896761531617)",4904,0,1
"POINT (-93.209881511965563 44.969006815419583)",4905,0,1
"POINT (-93.208200811747673 44.968342843068882)",4906,0,1
"POINT (-93.209082756138272 44.968097805697397)",4907,0,1
"POINT (-93.20904480948478 44.966770451623191)",4908,0,1
"POINT (-93.208783266866035 44.966109934543027)",4909,0,1
"POINT (-93.21026222286612 44.964634165518795)",4910,0,1
"POINT (-93.208780552034185 44.964868275212858)",4911,0,1
"POINT (-93.209086629257868 44.962929882696521)",4912,0,1
"POINT (-93.209091238971908 44.961718639164168)",4913,0,1
"POINT (-93.209097038606686 44.960568878051667)",4914,0,1
"POINT (-93.210343421722271 44.964478391572115)",4915,0,1
"POINT (-93.211370583801781 44.96459821222544)",4916,0,1
"POINT (-93.211594541198849 44.96284127932168)",4917,0,1
"POINT (-93.211411219719125 44.961738969931275)",4918,0,1
"POINT (-93.207729744914047 44.968156667348232)",4919,0,1
"POINT (-93.207810292834367 44.966302589849654)",4920,0,1
"POINT (-93.207819677562881 44.964491187922356)",4921,0,1
"POINT (-93.207846981323868 44.962700228643257)",4922,0,1
"POINT (-93.207863346648594 44.960585831327961)",4923,0,1
"POINT (-93.217095176788462 44.964667298360418)",4924,0,1
"POINT (-93.218033933703154 44.964662210412655)",4925,0,1
"POINT (-93.219359297932982 44.966215650263422)",4926,0,1
"POINT (-93.219069685208041 44.964643195889501)",4927,0,1
"POINT (-93.219237931999004 44.963765742045865)",4928,0,1
"POINT (-93.221900154283702 44.9654194622048)",4929,0,1
"POINT (-93.220716834636235 44.966284023312689)",4930,0,1
"POINT (-93.220474487240566 44.966142104693084)",4931,0,1
"POINT (-93.220572174533373 44.964949030107917)",4932,0,1
"POINT (-93.222975654365285 44.96611510912232)",4933,0,1
"POINT (-93.224365289012511 44.96776662650155)",4934,0,1
"POINT (-93.224355672729203 44.967331781267909)",4935,0,1
"POINT (-93.220699126161861 44.967972677664875)",4936,0,1
"POINT (-93.221328282440197 44.970920491441035)",4937,0,1
"POINT (-93.228549323185547 44.970337459475985)",4938,0,1
"POINT (-93.220952916919643 44.971820324226812)",4939,0,1
"POINT (-93.224359407437859 44.9712476419772)",4940,0,1
"POINT (-93.224166093162523 44.971417339572405)",4941,0,1
"POINT (-93.224350580243282 44.972372753453818)",4942,0,1
"POINT (-93.225751787631381 44.968019674084772)",4943,0,1
"POINT (-93.225751532727472 44.970125055991481)",4944,0,1
"POINT (-93.225750680849217 44.971248752572784)",4945,0,1
"POINT (-93.22574433398492 44.972375618556306)",4946,0,1
"POINT (-93.227211304755102 44.969030429395289)",4947,0,1
"POINT (-93.232232917654542 44.977861363518791)",4948,0,1
"POINT (-93.227221635919221 44.971307581182977)",4949,0,1
"POINT (-93.226899774762813 44.973730414830314)",4950,0,1
"POINT (-93.227207616411135 44.973848530259914)",4951,0,1
"POINT (-93.228533396474319 44.972601037467435)",4952,0,1
"POINT (-93.228511446347838 44.97383370046856)",4953,0,1
"POINT (-93.228763370924653 44.974301582791078)",4954,0,1
"POINT (-93.228542345504437 44.971475151258645)",4955,0,1
"POINT (-93.230094108624655 44.971455984771964)",4956,0,1
"POINT (-93.230183256209145 44.973504302049086)",4957,0,1
"POINT (-93.230117234106913 44.973788072638641)",4958,0,1
"POINT (-93.231368570625847 44.973780534294754)",4959,0,1
"POINT (-93.23258921092787 44.973774796184117)",4960,0,1
"POINT (-93.231787306545456 44.974588736665886)",4961,0,1
"POINT (-93.231627036197452 44.975769882431422)",4962,0,1
"POINT (-93.233762718560826 44.97630875606167)",4964,0,1
"POINT (-93.233648678245473 44.976895536271016)",4966,0,1
"POINT (-93.230411299895067 44.978205415478861)",4967,0,1
"POINT (-93.233287581126831 44.97377279025207)",4968,0,1
"POINT (-93.233789632805582 44.974149426282331)",4969,0,1
"POINT (-93.233772040526688 44.972525718487809)",4970,0,1
"POINT (-93.23085206165365 44.977308820857978)",4974,0,1
"POINT (-93.230349624797952 44.97839089767109)",4975,0,1
"POINT (-93.228933628649628 44.977828856637352)",4976,0,1
"POINT (-93.232851144320563 44.979388075133144)",4978,0,1
"POINT (-93.233613913164604 44.97841286110075)",4979,0,1
"POINT (-93.233805787535474 44.978531447082531)",4980,0,1
"POINT (-93.236512298508501 44.977868089088965)",4981,0,1
"POINT (-93.237760085142327 44.978699536574574)",4983,0,1
"POINT (-93.236527267341145 44.976865788817484)",4984,0,1
"POINT (-93.236807056933472 44.974729022193991)",4987,0,1
"POINT (-93.236798984333163 44.973963911579126)",4988,0,1
"POINT (-93.236341097931216 44.973715937071319)",4989,0,1
"POINT (-93.236608666347223 44.973350669012909)",4990,0,1
"POINT (-93.240848244962791 44.98129466389647)",4992,0,1
"POINT (-93.240021159979818 44.982263594060527)",4993,0,1
"POINT (-93.241652927414847 44.980396968423108)",4994,0,1
"POINT (-93.238301210638923 44.984012112193376)",4995,0,1
"POINT (-93.236908796161785 44.983457144606447)",4996,0,1
"POINT (-93.236022654171009 44.984539456038867)",4997,0,1
"POINT (-93.234969822531738 44.983924808562918)",4998,0,1
"POINT (-93.234630964812794 44.983983165931221)",4999,0,1
"POINT (-93.237779177282391 44.974331884821709)",5000,0,1
"POINT (-93.237779594216789 44.973600712944567)",5001,0,1
"POINT (-93.237809329107932 44.973257703725899)",5002,0,1
"POINT (-93.233568065945036 44.970998204697395)",5003,0,1
"POINT (-93.227302557018376 44.97718545645327)",5004,0,1
"POINT (-93.218661310575186 44.983782183116631)",5005,0,1
"POINT (-93.258057308947556 44.969733239605596)",5006,0,1
"POINT (-93.273899223274682 44.98038618820253)",5007,0,1
"POINT (-93.273600584186738 44.980241668259183)",5008,0,1
"POINT (-93.232850548430363 44.982032601254566)",5009,0,1
"POINT (-93.23221575664418 44.982820242362045)",5010,0,1
"POINT (-93.231151571643935 44.983745535380052)",5011,0,1
"POINT (-93.231440355299682 44.983795309059587)",5012,0,1
"POINT (-93.23455706910832 44.971262572982056)",5013,0,1
"POINT (-93.245306944116621 44.975470184022235)",5014,0,1
"POINT (-93.237801420415849 44.965250568805011)",5016,0,1
"POINT (-93.223081612582789 44.960735762227053)",5017,0,1
"POINT (-93.249210373052293 44.982108157393121)",5018,0,1
"POINT (-93.279685916009129 44.961014271948088)",5019,0,1
"POINT (-93.248594834848333 44.982884604139777)",5020,0,1
"POINT (-93.257307801383817 44.961787259366638)",5021,0,1
"POINT (-93.24963801866285 44.963702011466481)",5022,0,1
"POINT (-93.250469510079057 44.964918842172459)",5023,0,1
"POINT (-93.249634028057002 44.965571426399258)",5024,0,1
"POINT (-93.276545795847866 44.967339180664432)",5025,0,1
"POINT (-93.222925238573211 44.97512532096161)",5026,0,1
"POINT (-93.221889593542784 44.97619966316558)",5027,0,1
"POINT (-93.219177869758667 44.97578616218923)",5028,0,1
"POINT (-93.218027147026788 44.976160019697126)",5029,0,1
"POINT (-93.223485503140665 44.974557229645086)",5030,0,1
"POINT (-93.252519750600158 44.962656368669883)",5031,0,1
"POINT (-93.271547867065337 44.965295529363139)",5032,0,1
"POINT (-93.268456789839846 44.979045493299644)",5033,0,1
"POINT (-93.268997677843458 44.982302932052505)",5034,0,1
"POINT (-93.226824216984525 44.974802418246362)",5035,0,1
"POINT (-93.265418281267998 44.982643608699426)",5036,0,1
"POINT (-93.272750807021765 44.984550444037069)",5037,0,1
"POINT (-93.273380340611709 44.973551941309459)",5038,0,1
