WKT,OBJECTID,AncillaryR,Enabled
"POINT (-93.23346221087057 44.932424755363272)",2855,0,1
"POINT (-93.233463404148736 44.930646900234585)",2856,0,1
"POINT (-93.233463470584795 44.928811918001273)",2857,0,1
"POINT (-93.23323579554625 44.926830394579881)",2858,0,1
"POINT (-93.233450847852012 44.925202692037281)",2859,0,1
"POINT (-93.233286569855153 44.923380173160368)",2860,0,1
"POINT (-93.233349480529711 44.917915932248057)",2861,0,1
"POINT (-93.233367103265465 44.916493408576542)",2862,0,1
"POINT (-93.233390303912245 44.915905477132597)",2863,0,1
"POINT (-93.232191824231279 44.934243336795973)",2864,0,1
"POINT (-93.232200162505549 44.93242185997552)",2865,0,1
"POINT (-93.232198674084387 44.930648755832806)",2866,0,1
"POINT (-93.232201011316079 44.928814784340538)",2867,0,1
"POINT (-93.231853900735331 44.926824163777525)",2868,0,1
"POINT (-93.232224974742252 44.925196768709334)",2869,0,1
"POINT (-93.232243049805874 44.923393838329261)",2870,0,1
"POINT (-93.232250784660266 44.921599342957236)",2871,0,1
"POINT (-93.232285848573312 44.91978293248772)",2872,0,1
"POINT (-93.232274808298698 44.917872553743493)",2873,0,1
"POINT (-93.232288221997322 44.915911705989558)",2874,0,1
"POINT (-93.230927332720967 44.934240518619944)",2875,0,1
"POINT (-93.230914232364839 44.932424699067141)",2876,0,1
"POINT (-93.230912450618817 44.930644345620649)",2877,0,1
"POINT (-93.230914410381104 44.927640190702405)",2878,0,1
"POINT (-93.230688757269093 44.926820887078911)",2879,0,1
"POINT (-93.230938558670516 44.925195831627491)",2880,0,1
"POINT (-93.230940605191876 44.923387717781914)",2881,0,1
"POINT (-93.230724819753306 44.92141466616809)",2882,0,1
"POINT (-93.23095797197351 44.91977519377344)",2883,0,1
"POINT (-93.230975638669634 44.918595929540537)",2884,0,1
"POINT (-93.230980119046819 44.917545751106829)",2885,0,1
"POINT (-93.230841089993547 44.915985220643464)",2886,0,1
"POINT (-93.229655167536805 44.932427381700549)",2887,0,1
"POINT (-93.229650468991366 44.930642009629437)",2888,0,1
"POINT (-93.229641072551175 44.928806883111427)",2889,0,1
"POINT (-93.229422548068371 44.926818492403882)",2890,0,1
"POINT (-93.229678093526189 44.923384486763076)",2891,0,1
"POINT (-93.216058058313365 44.917456408058889)",2892,0,1
"POINT (-93.229449056196771 44.921407918164824)",2893,0,1
"POINT (-93.229692938772985 44.919765589698905)",2894,0,1
"POINT (-93.229697656532366 44.918807041072334)",2895,0,1
"POINT (-93.229719638763868 44.917768474003999)",2896,0,1
"POINT (-93.229567414131992 44.915997178214283)",2897,0,1
"POINT (-93.228381385371122 44.932202895871015)",2898,0,1
"POINT (-93.228380206314711 44.930642278558857)",2899,0,1
"POINT (-93.228376291943917 44.928804334835789)",2900,0,1
"POINT (-93.228389852253173 44.9251860149081)",2901,0,1
"POINT (-93.228406517887635 44.923375397798743)",2902,0,1
"POINT (-93.228177282763781 44.92140102544645)",2903,0,1
"POINT (-93.228420584446084 44.919762136128121)",2904,0,1
"POINT (-93.228425838426915 44.919293162283331)",2905,0,1
"POINT (-93.228426041511298 44.918806864731714)",2906,0,1
"POINT (-93.228441455241608 44.916529926454317)",2907,0,1
"POINT (-93.228263987974003 44.916001113295138)",2908,0,1
"POINT (-93.227201493174732 44.925025668966342)",2909,0,1
"POINT (-93.227129907836684 44.923378542241643)",2910,0,1
"POINT (-93.227128569353184 44.921564889353228)",2911,0,1
"POINT (-93.227194674998685 44.918669518443039)",2912,0,1
"POINT (-93.227151959724679 44.918041092191345)",2913,0,1
"POINT (-93.227160633674657 44.916529561460983)",2914,0,1
"POINT (-93.22702158974819 44.916004579069813)",2915,0,1
"POINT (-93.225726897351635 44.928517930022437)",2916,0,1
"POINT (-93.226282344238527 44.929081698362403)",2917,0,1
"POINT (-93.225732634333269 44.925197126897594)",2918,0,1
"POINT (-93.225740697543458 44.923382370758745)",2919,0,1
"POINT (-93.225525161643304 44.921411491441233)",2920,0,1
"POINT (-93.225723207156605 44.917231907975435)",2921,0,1
"POINT (-93.225729020505582 44.91599069823841)",2922,0,1
"POINT (-93.224351484043112 44.92520354743418)",2923,0,1
"POINT (-93.224359172801911 44.923392015723685)",2924,0,1
"POINT (-93.224379866244348 44.919772343316922)",2925,0,1
"POINT (-93.224386230443884 44.918050073799876)",2926,0,1
"POINT (-93.224143838166611 44.91601029310084)",2927,0,1
"POINT (-93.222984246753796 44.924504860803644)",2928,0,1
"POINT (-93.22277936926811 44.921429603036628)",2929,0,1
"POINT (-93.223016768176819 44.919784031154848)",2930,0,1
"POINT (-93.223026508644196 44.917952268696283)",2931,0,1
"POINT (-93.222673261649746 44.916010568200484)",2932,0,1
"POINT (-93.22172873532395 44.922399014598646)",2933,0,1
"POINT (-93.221734019742357 44.919787805602631)",2934,0,1
"POINT (-93.22173013123377 44.918744574744778)",2935,0,1
"POINT (-93.221409108705302 44.917840114910064)",2936,0,1
"POINT (-93.221581077649361 44.915944402472128)",2937,0,1
"POINT (-93.220509985225448 44.919617114530212)",2938,0,1
"POINT (-93.220461447448628 44.918724422568225)",2939,0,1
"POINT (-93.220283657193207 44.917840861434058)",2940,0,1
"POINT (-93.220291804991447 44.916522425564089)",2941,0,1
"POINT (-93.219008284328339 44.917844651697251)",2942,0,1
"POINT (-93.218348891416284 44.917763899083333)",2943,0,1
"POINT (-93.218943854795057 44.918263397281656)",2944,0,1
"POINT (-93.219041500282628 44.9159436698029)",2945,0,1
"POINT (-93.219191484528338 44.918781412121177)",2946,0,1
"POINT (-93.217531096997689 44.916492439218288)",2947,0,1
"POINT (-93.216803606765126 44.915951012249579)",2948,0,1
"POINT (-93.212070599285227 44.914934782603382)",2949,0,1
"POINT (-93.21411287834151 44.932547683540882)",2950,0,1
"POINT (-93.213881980307249 44.930565571631455)",2951,0,1
"POINT (-93.267666040481302 44.928864998162872)",2952,0,1
"POINT (-93.274100756780683 44.912296980058827)",2953,0,1
"POINT (-93.260071137014805 44.925245062842556)",2954,0,1
"POINT (-93.257246526187288 44.934075012211068)",2955,0,1
"POINT (-93.25629800500009 44.914393148099563)",2956,0,1
"POINT (-93.248656594367887 44.925236378591038)",2957,0,1
"POINT (-93.224380953361688 44.926353412974073)",2958,0,1
"POINT (-93.225224204794657 44.911641360429329)",2959,0,1
"POINT (-93.206565996004926 44.929017236267221)",2960,0,1
"POINT (-93.256295109870052 44.913675971415564)",2961,0,1
"POINT (-93.241055076898363 44.925213288436538)",2962,0,1
"POINT (-93.238525076648997 44.925232408328114)",2963,0,1
"POINT (-93.281918770788664 44.916103158488021)",2964,0,1
"POINT (-93.262734683257591 44.914408710401865)",2965,0,1
"POINT (-93.278158940624607 44.912864711097811)",2966,0,1
"POINT (-93.252481662683692 44.932419038549988)",2967,0,1
"POINT (-93.240294922295391 44.934057124075224)",2968,0,1
"POINT (-93.243605212567502 44.934235671018897)",2969,0,1
"POINT (-93.275566928672518 44.915981381900906)",2970,0,1
"POINT (-93.274047413463535 44.917955856884056)",2971,0,1
"POINT (-93.274019629346114 44.91979449251037)",2972,0,1
"POINT (-93.272953236013223 44.91437035775111)",2973,0,1
"POINT (-93.243603698917099 44.932429949057948)",2974,0,1
"POINT (-93.237267939322379 44.93065060703276)",2975,0,1
"POINT (-93.220473269220463 44.934084181991288)",2976,0,1
"POINT (-93.220237615258384 44.930508035778566)",2977,0,1
"POINT (-93.220340844235309 44.914334633446465)",2978,0,1
"POINT (-93.275414461865779 44.925193796002382)",2979,0,1
"POINT (-93.285556300596241 44.915909849268694)",2980,0,1
"POINT (-93.285547076934051 44.914091212602109)",2981,0,1
"POINT (-93.218900549310035 44.927084014861286)",2982,0,1
"POINT (-93.213459160455173 44.916651667472983)",2983,0,1
"POINT (-93.206293373807142 44.929860087745645)",2984,0,1
"POINT (-93.244877016805816 44.934213975477782)",2985,0,1
"POINT (-93.283217083649816 44.914273451394493)",2986,0,1
"POINT (-93.283939799933421 44.91411560231073)",2987,0,1
"POINT (-93.267908858759469 44.912812055091727)",2988,0,1
"POINT (-93.227117243786054 44.928804317841767)",2989,0,1
"POINT (-93.227144113534848 44.919950767289571)",2990,0,1
"POINT (-93.22720434071087 44.914527400849437)",2991,0,1
"POINT (-93.204708235794342 44.929421196885521)",2992,0,1
"POINT (-93.204361901139862 44.928273354263482)",2993,0,1
"POINT (-93.248527108852073 44.930349991280814)",2994,0,1
"POINT (-93.277732327530373 44.925116401394128)",2995,0,1
"POINT (-93.278137639387197 44.925004123797734)",2996,0,1
"POINT (-93.247425125139344 44.934249136266004)",2997,0,1
"POINT (-93.260137376085964 44.91621018593554)",2998,0,1
"POINT (-93.26016043718198 44.912558975628777)",2999,0,1
"POINT (-93.258839833580154 44.917792508965597)",3000,0,1
"POINT (-93.258858932134288 44.914408138041118)",3001,0,1
"POINT (-93.257580582615688 44.914393089702443)",3002,0,1
"POINT (-93.257592216513018 44.913414461830442)",3003,0,1
"POINT (-93.254817496964847 44.919637689708736)",3004,0,1
"POINT (-93.2550117150017 44.918006626049539)",3005,0,1
"POINT (-93.255010280123344 44.916200101305158)",3006,0,1
"POINT (-93.255018874025026 44.913659890704068)",3007,0,1
"POINT (-93.253739974867401 44.919825224677822)",3008,0,1
"POINT (-93.25373840540874 44.918006745357921)",3009,0,1
"POINT (-93.253732320732198 44.916202620454762)",3010,0,1
"POINT (-93.253734201771721 44.913810108533511)",3011,0,1
"POINT (-93.223007723624775 44.923402306207677)",3012,0,1
"POINT (-93.252490034914516 44.919823971844529)",3013,0,1
"POINT (-93.252487707536289 44.918006412995695)",3014,0,1
"POINT (-93.252487699944211 44.916195704759133)",3015,0,1
"POINT (-93.262703777121828 44.918017607293606)",3016,0,1
"POINT (-93.263747594464576 44.916050825872944)",3017,0,1
"POINT (-93.261387220302396 44.917789404012126)",3018,0,1
"POINT (-93.261429959430245 44.914407051174599)",3019,0,1
"POINT (-93.27810059894702 44.916132515456269)",3020,0,1
"POINT (-93.265266893498506 44.919834124174514)",3021,0,1
"POINT (-93.267826492334379 44.91802293501231)",3022,0,1
"POINT (-93.275438351950967 44.919771794583703)",3023,0,1
"POINT (-93.203118329207243 44.928502026565091)",3024,0,1
"POINT (-93.270275507792434 44.923450801421914)",3025,0,1
"POINT (-93.268975812834796 44.923456529369993)",3026,0,1
"POINT (-93.216294181337133 44.91256313037681)",3027,0,1
"POINT (-93.220136281534167 44.912551435323806)",3028,0,1
"POINT (-93.223003577240661 44.912540262452019)",3029,0,1
"POINT (-93.226969729347061 44.912538102571609)",3030,0,1
"POINT (-93.229530336137628 44.912531311495968)",3031,0,1
"POINT (-93.256307441829222 44.912158964485776)",3032,0,1
"POINT (-93.229762541271171 44.933988314323216)",3033,0,1
"POINT (-93.220491378240126 44.920681725941428)",3034,0,1
"POINT (-93.203214128648114 44.932359583824173)",3035,0,1
"POINT (-93.193572764620086 44.891715486427472)",3036,0,1
"POINT (-93.196244150236879 44.896025219035977)",3037,0,1
"POINT (-93.226878880788462 44.921401366858376)",3038,0,1
"POINT (-93.192768346474395 44.893047861008661)",3039,0,1
"POINT (-93.18932399840395 44.888752516674003)",3040,0,1
"POINT (-93.21908702186586 44.923244755364195)",3041,0,1
"POINT (-93.19625395528125 44.887907076939555)",3042,0,1
"POINT (-93.224386786644615 44.928237765224679)",3043,0,1
"POINT (-93.30472032360565 44.91410442998135)",3044,0,1
"POINT (-93.30600425271146 44.914108966612673)",3045,0,1
"POINT (-93.307184208865692 44.915276093302722)",3046,0,1
"POINT (-93.298380896766986 44.914040644892552)",3047,0,1
"POINT (-93.298534650974247 44.912245957338278)",3048,0,1
"POINT (-93.285645795349524 44.946726991451477)",3049,0,1
"POINT (-93.285686010094807 44.941428138119406)",3050,0,1
"POINT (-93.28567330613636 44.941181275826594)",3051,0,1
"POINT (-93.285693436207097 44.937828378279342)",3052,0,1
"POINT (-93.285705940117936 44.936000432564605)",3053,0,1
"POINT (-93.285735913443304 44.934200086615874)",3054,0,1
"POINT (-93.285784573394778 44.923339923625356)",3055,0,1
"POINT (-93.323722206914283 44.947677494867186)",3056,0,1
"POINT (-93.320398697895712 44.94491603764579)",3057,0,1
"POINT (-93.325276974625808 44.94827013035961)",3058,0,1
"POINT (-93.294713703578736 44.914243250017023)",3059,0,1
"POINT (-93.286923582702073 44.945713689339911)",3060,0,1
"POINT (-93.28697251669486 44.938607731408169)",3061,0,1
"POINT (-93.286981224002204 44.93755451820067)",3062,0,1
"POINT (-93.287817031313523 44.95904751519074)",3063,0,1
"POINT (-93.288200667983816 44.951082471376843)",3064,0,1
"POINT (-93.289384993460573 44.955639362787416)",3065,0,1
"POINT (-93.289477307851413 44.944620055020998)",3066,0,1
"POINT (-93.28949765635619 44.943008595827543)",3067,0,1
"POINT (-93.289522312314375 44.941421386793976)",3068,0,1
"POINT (-93.292032182924117 44.944841219796935)",3069,0,1
"POINT (-93.29205244594236 44.943000601713671)",3070,0,1
"POINT (-93.292066963881211 44.941426457327928)",3071,0,1
"POINT (-93.293296300073237 44.945714078465855)",3072,0,1
"POINT (-93.294771064125101 44.958411841914909)",3073,0,1
"POINT (-93.294566926634118 44.944849024001016)",3074,0,1
"POINT (-93.301006391937406 44.937845800433401)",3075,0,1
"POINT (-93.298399270963529 44.947385952891331)",3076,0,1
"POINT (-93.298404808529099 44.946804525686872)",3077,0,1
"POINT (-93.298462968931773 44.93964351929781)",3078,0,1
"POINT (-93.300599382139467 44.954158632468534)",3079,0,1
"POINT (-93.301259064044729 44.952712070962676)",3080,0,1
"POINT (-93.302180792255243 44.949375379909384)",3081,0,1
"POINT (-93.302222334427597 44.943227086912835)",3082,0,1
"POINT (-93.302938586591409 44.938849843408953)",3083,0,1
"POINT (-93.303437215258654 44.949384265948126)",3084,0,1
"POINT (-93.303458343816956 44.946727905269611)",3085,0,1
"POINT (-93.303474845453565 44.944863299076239)",3086,0,1
"POINT (-93.30224188025305 44.957256335609792)",3087,0,1
"POINT (-93.287082342778348 44.924094358958058)",3088,0,1
"POINT (-93.303342872052269 44.956424603435465)",3089,0,1
"POINT (-93.301677094647317 44.955794132559312)",3090,0,1
"POINT (-93.304732987700064 44.946742371317981)",3091,0,1
"POINT (-93.324069956820225 44.919827341622288)",3092,0,1
"POINT (-93.324042060084068 44.916242439889125)",3093,0,1
"POINT (-93.322786788551923 44.918018695245728)",3094,0,1
"POINT (-93.3215174839914 44.919851927915872)",3095,0,1
"POINT (-93.320247453033147 44.919852094369432)",3096,0,1
"POINT (-93.317694578623005 44.919853201689399)",3097,0,1
"POINT (-93.316419572835372 44.919845806558172)",3098,0,1
"POINT (-93.315143931430001 44.919824652239555)",3099,0,1
"POINT (-93.315141794325811 44.916259902908365)",3100,0,1
"POINT (-93.314104883512229 44.917940943227286)",3101,0,1
"POINT (-93.311359818654608 44.916099054782521)",3102,0,1
"POINT (-93.310088996833471 44.915604323189655)",3103,0,1
"POINT (-93.303322135748928 44.91553937683765)",3104,0,1
"POINT (-93.328975579209896 44.922803255983069)",3105,0,1
"POINT (-93.32255185144426 44.923418701028176)",3106,0,1
"POINT (-93.320354567263905 44.923393583755441)",3107,0,1
"POINT (-93.320249138978397 44.921631440671995)",3108,0,1
"POINT (-93.318917031965384 44.925834423040243)",3109,0,1
"POINT (-93.318738059787705 44.925144695991634)",3110,0,1
"POINT (-93.319003500180813 44.92340113301433)",3111,0,1
"POINT (-93.318973567775728 44.92163322394309)",3112,0,1
"POINT (-93.317312691734656 44.92496899878369)",3113,0,1
"POINT (-93.317469559290927 44.923388801042123)",3114,0,1
"POINT (-93.316119393878253 44.926981819388828)",3115,0,1
"POINT (-93.316505368864981 44.921465068212825)",3116,0,1
"POINT (-93.31470080778179 44.926952671097574)",3117,0,1
"POINT (-93.3146981943718 44.924819171640564)",3118,0,1
"POINT (-93.315152028564214 44.921635333817939)",3119,0,1
"POINT (-93.309620015626095 44.928692277614324)",3120,0,1
"POINT (-93.311297324038946 44.924793005182991)",3121,0,1
"POINT (-93.313811964200767 44.923118779985366)",3122,0,1
"POINT (-93.313551062441348 44.923274922415757)",3123,0,1
"POINT (-93.289574493158568 44.934193922554087)",3124,0,1
"POINT (-93.289605300368592 44.928740703738946)",3125,0,1
"POINT (-93.287000969883664 44.936007307699676)",3126,0,1
"POINT (-93.287019677443041 44.934200341065001)",3127,0,1
"POINT (-93.292159902749816 44.926671230157758)",3128,0,1
"POINT (-93.292174861198276 44.91605059818577)",3129,0,1
"POINT (-93.293280011761595 44.935791489905775)",3130,0,1
"POINT (-93.293297384588897 44.92874431442349)",3131,0,1
"POINT (-93.293296220906214 44.926953920757938)",3132,0,1
"POINT (-93.293620936350763 44.921483755834537)",3133,0,1
"POINT (-93.293626420375418 44.919832421655947)",3134,0,1
"POINT (-93.297784698503648 44.919678297574315)",3135,0,1
"POINT (-93.31610798747073 44.928800781845126)",3136,0,1
"POINT (-93.314224696304436 44.934010123124054)",3137,0,1
"POINT (-93.314232095025275 44.932399622213907)",3138,0,1
"POINT (-93.314026036399568 44.932249764193905)",3139,0,1
"POINT (-93.313046958214059 44.934161385906222)",3140,0,1
"POINT (-93.313062188147228 44.932416925112832)",3141,0,1
"POINT (-93.310016762943889 44.930450459376814)",3142,0,1
"POINT (-93.305904543272888 44.958988775534763)",3143,0,1
"POINT (-93.328948761803417 44.932473123614741)",3144,0,1
"POINT (-93.326199045646419 44.947946852161614)",3145,0,1
"POINT (-93.325847959171071 44.947370842368954)",3146,0,1
"POINT (-93.320810865636346 44.95086226692888)",3147,0,1
"POINT (-93.319606649398224 44.950731333537512)",3148,0,1
"POINT (-93.317819016211203 44.950976013937321)",3149,0,1
"POINT (-93.316341019746417 44.951932245030228)",3150,0,1
"POINT (-93.313638646601902 44.957961223887708)",3151,0,1
"POINT (-93.315318206442782 44.95207887185979)",3152,0,1
"POINT (-93.313851951527013 44.951914590522989)",3153,0,1
"POINT (-93.311768246942265 44.959046779887721)",3154,0,1
"POINT (-93.317566480465899 44.932198413132006)",3155,0,1
"POINT (-93.317269667155003 44.930426989160402)",3156,0,1
"POINT (-93.304418717442232 44.959559675096465)",3157,0,1
"POINT (-93.289550542728094 44.937865630064145)",3158,0,1
"POINT (-93.289438097877024 44.919493706925934)",3159,0,1
"POINT (-93.288417024944209 44.923322727256021)",3160,0,1
"POINT (-93.288230844173953 44.946440208288323)",3161,0,1
"POINT (-93.288419322962127 44.925109681259514)",3162,0,1
"POINT (-93.288446475426113 44.91969899592825)",3163,0,1
"POINT (-93.288407608907477 44.916050481768231)",3164,0,1
"POINT (-93.28837905986893 44.934172608809938)",3165,0,1
"POINT (-93.287941424561211 44.944668196493573)",3166,0,1
"POINT (-93.32273742852054 44.930389487252292)",3167,0,1
"POINT (-93.288401574339304 44.928704305254293)",3168,0,1
